ru,en
взять в толк,"understand, get the sense"
толковый,explanatory
толковый,"sensible, understanding, reasonable, useful"
толковый,"intelligent, smart, savvy"
стажёр,intern
примечание,footnote
подкреплять,support or reinforce
подкрепить,support or reinforce
подкреплённый,supported or reinforced
шалаш,hut
безостановочный,non-stop
эстрадный,pop
плакат,poster
частый,frequent
подчёркивать,underline
подчёркивать,stress
подчеркнуть,underline
подчеркнуть,stress
подчёркнутый,underlined or stressed
планетарий,planetarium
впервые,for the first time
стройность,slenderness
взимать,"to take monies, to levy, to charge, to collect"
взиматься,"be levied, be charged, be collected"
государство,State
взимавший,having taken monies
староста,head
староста,leader
незначительный,insignificant
повелительный,imperative
сменять,change
брать,"to take, to get"
брать,"to pick, to borrow, to choose (from)"
